"Utility Type","Utility Name","Year","Ag & Water Pump","Commercial Building","Commercial Other","Industry","Mining & Construction","Residential","Streetlight","Total Usage"
"Publicly owned utility","Truckee-Donner Public Utility District","2019","       6.908102","      63.913652","       0.536861","       0.000000","       0.000000","      85.355721","       0.062139","     156.776475"
"Publicly owned utility","Truckee-Donner Public Utility District","2020","       7.251801","      61.616385","       0.517062","       0.000000","       0.000000","      89.748580","       0.062139","     159.195967"
"Publicly owned utility","Truckee-Donner Public Utility District","2021","       7.094915","      64.758578","       0.499160","       0.000000","       0.000000","      90.823657","       0.062139","     163.238449"
"Publicly owned utility","Truckee-Donner Public Utility District","2022","       6.419877","      69.154464","       0.533315","       0.000000","       0.000000","      51.919579","       0.000000","     128.027235"
"Publicly owned utility","Turlock Irrigation District","2015","     321.787267","     507.188860","     109.334943","     415.674267","       7.925900","     706.945279","       9.691692","    2078.548208"
"Publicly owned utility","Turlock Irrigation District","2016","     284.441970","     504.881876","     110.294931","     427.276087","       7.896374","     714.966228","       9.413735","    2059.171201"
"Publicly owned utility","Turlock Irrigation District","2017","     271.732610","     506.484698","     108.589889","     428.022555","       8.503069","     764.098981","       9.337071","    2096.768873"
"Publicly owned utility","Turlock Irrigation District","2018","     288.066158","     490.755189","     111.730029","     454.466208","       8.476321","     732.040870","       9.115160","    2094.649935"
"Publicly owned utility","Turlock Irrigation District","2019","     270.871852","     485.812079","     112.039706","     461.337585","       9.983353","     745.511815","       8.730834","    2094.287224"
"Publicly owned utility","Turlock Irrigation District","2020","     301.863767","     470.801333","     119.413152","     477.925312","      13.793435","     821.010000","       8.625000","    2213.431999"
"Publicly owned utility","Turlock Irrigation District","2021","     299.373029","     481.272417","     122.961411","     502.735261","      34.146540","     826.440294","       8.096408","    2275.025360"
"Publicly owned utility","Turlock Irrigation District","2022","     319.798248","     494.225120","     126.783147","     510.651182","      34.349303","     812.271000","       8.045000","    2306.123000"
"Publicly owned utility","Ukiah, City of","2015","       3.116225","      64.433014","       2.617186","       1.012013","       0.524124","      37.378495","       0.000000","     109.081057"
"Publicly owned utility","Ukiah, City of","2016","       3.369096","      61.376273","       2.630181","       1.043267","       0.525501","      37.786419","       0.000000","     106.730737"
"Publicly owned utility","Ukiah, City of","2017","       3.733645","      63.579952","       2.731979","       1.088698","       0.524191","      40.379666","       0.000000","     112.038131"
"Publicly owned utility","Ukiah, City of","2018","       3.415781","      59.544775","       2.799828","       1.073955","       0.447133","      41.053255","       0.000000","     108.334727"
"Publicly owned utility","Ukiah, City of","2019","       3.298938","      56.036876","       2.936824","       1.060081","       0.437703","      42.074065","       0.000000","     105.844487"
"Publicly owned utility","Ukiah, City of","2020","       3.111408","      61.595125","       2.840833","       2.880693","       0.116606","      39.144221","       0.000000","     109.688886"
"Publicly owned utility","Ukiah, City of","2021","       3.216025","      62.199656","       3.134031","       3.490248","       0.202412","      40.952669","       0.000000","     113.195041"
"Publicly owned utility","Ukiah, City of","2022","       2.368254","      45.834762","       2.221912","       2.517996","       0.184323","      26.786143","       0.000000","      79.913390"
"Publicly owned utility","Vernon, City of","2015","       0.157150","     305.104729","      17.188599","     796.799281","       0.142222","       0.268000","       1.593019","    1121.253000"
"Publicly owned utility","Vernon, City of","2016","       0.002336","     287.333664","      18.234713","     753.074596","       0.137202","       0.342194","       1.464888","    1060.589593"
"Publicly owned utility","Vernon, City of","2017","       0.330756","     277.325116","      19.533714","     731.340000","       0.138405","       0.346806","       1.460136","    1030.474933"
"Publicly owned utility","Vernon, City of","2018","       1.220726","     270.276723","      19.660330","     732.469032","       0.130946","       0.353399","       1.460136","    1025.571292"
"Publicly owned utility","Vernon, City of","2019","       4.022003","     271.108116","      22.879861","     768.728326","       0.231218","       0.320121","       1.443913","    1068.733558"
"Publicly owned utility","Vernon, City of","2020","       3.028543","     286.868410","      23.727001","     804.076736","       0.425498","       0.402950","       1.500302","    1120.029440"
"Publicly owned utility","Vernon, City of","2021","       2.595444","     289.153142","      22.333463","     848.525683","       0.982434","       0.368018","       1.460136","    1165.418320"
"Publicly owned utility","Vernon, City of","2022","       2.878152","     286.296781","      21.246554","     827.354294","       1.272176","       0.349088","       1.338458","    1140.735503"
"Publicly owned utility","Victorville Municipal","2015","       0.000444","       9.334733","       9.204279","      64.980175","       0.000000","       0.000000","       0.048323","      83.567954"
"Publicly owned utility","Victorville Municipal","2016","       0.000444","       9.503201","       9.394523","      69.679193","       0.005479","       0.000000","       0.048836","      88.631676"
"Publicly owned utility","Victorville Municipal","2017","       0.000444","      10.122081","       9.485022","      73.738010","       0.000000","       0.000000","       0.051140","      93.396697"
"Publicly owned utility","Victorville Municipal","2018","       0.000074","      10.526182","       9.406258","      76.442181","       0.000000","       0.000000","       0.057204","      96.431899"
"Publicly owned utility","Victorville Municipal","2019","       0.000000","       9.682490","       9.029492","      73.560763","       0.000000","       0.000000","       0.057204","      92.329949"
"Publicly owned utility","Victorville Municipal","2020","       0.000000","       9.494128","       9.369717","      83.544686","       0.000000","       0.000000","       0.056254","     102.464785"
"Publicly owned utility","Victorville Municipal","2021","       0.000000","       9.550572","       9.773214","      86.652662","       0.000000","       0.000000","       0.054924","     106.031372"
"Publicly owned utility","Victorville Municipal","2022","       0.000000","       9.067276","       9.845291","      89.563901","       0.000000","       0.000000","       0.056364","     108.532832"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2015","       0.458805","       5.824474","       1.935518","       0.000000","       0.204880","      42.759124","       0.000000","      51.182801"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2016","       0.924737","       6.437827","       2.090026","       0.000000","       0.201374","      40.704307","       0.030059","      50.388330"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2017","       1.674652","       6.964708","       2.194945","       0.000000","       0.163518","      47.396190","       0.032760","      58.426773"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2018","       1.723016","       6.772371","       2.250883","       0.000000","       0.098281","      46.180857","       0.032760","      57.058168"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2019","       0.958102","       6.950850","       2.318693","       0.000000","       0.171774","      49.819500","       0.016380","      60.235299"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2020","       1.102833","      15.362851","       1.993463","       0.000000","       0.128976","      57.227901","       0.029022","      75.845046"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2021","       1.223707","       6.555014","       2.442051","       0.000000","       0.155030","      62.420324","       0.032760","      72.828886"
"Rural electric cooperative","Anza Electric Cooperative, Inc.","2022","       2.287559","       7.173335","       2.278063","       0.000000","       0.136379","      60.800190","       0.032760","      72.708286"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2015","      16.687567","      54.120152","      16.039324","       0.761621","       0.603796","      51.076229","       0.015438","     139.304127"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2016","      16.053908","      56.741987","      16.675748","       0.785420","       0.535935","      56.350839","       0.011359","     147.155196"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2017","      12.565563","      56.970501","      16.136462","       0.763813","       0.648150","      59.569730","       0.012959","     146.667178"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2018","      16.242905","      57.143858","      13.783135","       0.797256","       0.810987","      55.026411","       0.012947","     143.817499"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2019","      17.082699","      53.571954","      17.044612","       0.796057","       0.791639","      55.906543","       0.010599","     145.204103"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2020","      18.140146","      51.384822","      17.919533","       0.711756","       0.776911","      60.993312","       0.028117","     149.954597"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2021","      19.706937","      45.566821","      17.210111","       0.804883","       0.597734","      64.253008","       0.033405","     148.172899"
"Rural electric cooperative","Plumas-Sierra Rural Electric Cooperative","2022","      18.140830","      51.918449","      17.332209","       0.919120","       0.647384","      64.167400","       0.028768","     153.154160"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2015","      74.497606","       6.200057","       1.470408","       0.049484","       0.417468","      31.941198","       0.081700","     114.657921"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2016","      59.058130","       5.519315","       1.363444","       0.047724","       0.730324","      35.709054","       0.044579","     102.472570"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2017","      51.796805","       5.709587","       1.426321","       0.043706","       0.572058","      37.649893","       0.044168","      97.242538"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2018","      53.445798","       5.403411","       1.625220","       0.041549","       0.513569","      36.015007","       0.044295","      97.088849"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2019","      45.750442","       5.407703","       1.598065","       0.023307","       0.605914","      36.484026","       0.044114","      89.913571"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2020","      67.794800","       5.364976","       1.568954","       0.013910","       0.531878","      36.678418","       0.044070","     111.997006"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2021","      81.535448","       5.319190","       1.597458","       0.008698","       0.849382","      36.926916","       0.006441","     126.243533"
"Rural electric cooperative","Surprise Valley Electrical Corporation","2022","      72.341557","       5.517703","       1.588853","       0.010725","       0.588675","      38.354676","       0.007485","     118.409674"
"Rural electric cooperative","Valley Electric Association","2015","       9.137958","       0.003640","       0.003006","       0.000000","       0.000000","       0.100406","       0.000000","       9.245010"
"Rural electric cooperative","Valley Electric Association","2016","      10.020537","       0.000004","       0.002247","       0.000000","       0.000000","       0.111006","       0.000000","      10.133794"
"Rural electric cooperative","Valley Electric Association","2017","       9.876694","       0.004561","       0.006651","       0.000000","       0.000000","       0.105761","       0.000000","       9.993667"
"Rural electric cooperative","Valley Electric Association","2018","      10.667491","       0.004858","       0.002378","       0.000000","       0.000000","       0.094649","       0.000000","      10.769376"
"Rural electric cooperative","Valley Electric Association","2019","       8.347351","       0.001458","       0.002467","       0.000000","       0.000000","       0.097162","       0.000000","       8.448438"
"Rural electric cooperative","Valley Electric Association","2020","       9.610940","       0.002999","       0.001241","       0.000000","       0.000000","       0.104645","       0.000000","       9.719825"
"Rural electric cooperative","Valley Electric Association","2021","      11.199860","       0.009901","       0.001582","       0.000000","       0.000000","       0.101202","       0.000000","      11.312545"
"Rural electric cooperative","Valley Electric Association","2022","      11.509406","       0.007863","       0.002830","       0.000000","       0.000000","       0.116753","       0.000000","      11.636852"
"Self Generator","Self Generation in the BUGL planning area","2015","       0.000000","      17.794339","       0.404636","       0.000000","       0.000000","      10.013193","       0.000000","      28.212168"
"Self Generator","Self Generation in the BUGL planning area","2016","       0.000000","      19.149844","       0.402612","       0.000000","       0.000000","      14.653290","       0.000000","      34.205746"
"Self Generator","Self Generation in the BUGL planning area","2017","       0.000000","      23.295554","       0.400599","       0.000000","       0.000000","      19.353394","       0.000000","      43.049547"
"Self Generator","Self Generation in the BUGL planning area","2018","       0.000000","      30.328432","       0.398596","       0.000000","       0.000000","      22.874579","       0.000000","      53.601607"
"Self Generator","Self Generation in the BUGL planning area","2019","       0.000000","      33.404683","       0.396603","       0.000000","       0.000000","      26.492376","       0.000000","      60.293662"
"Self Generator","Self Generation in the BUGL planning area","2020","       0.000000","      33.946483","       0.394620","       0.000000","       0.000000","      29.814597","       0.000000","      64.155700"
"Self Generator","Self Generation in the BUGL planning area","2021","       0.047705","      34.561967","       0.392647","       0.000000","       0.006497","      35.637564","       0.000000","      70.646380"
"Self Generator","Self Generation in the BUGL planning area","2022","       0.208391","      35.755307","       0.390684","       0.000000","       0.027781","      42.886496","       0.000000","      79.268659"
"Self Generator","Self Generation in the IID planning area","2015","       0.000000","      38.585732","       0.048925","       0.000000","       9.195830","      16.068584","       0.000000","      63.899071"
"Self Generator","Self Generation in the IID planning area","2016","       0.000000","      44.816522","       0.048680","       0.000000","       9.103871","      34.616364","       0.000000","      88.585437"
"Self Generator","Self Generation in the IID planning area","2017","       0.000000","      55.059293","       0.048437","       0.000000","       9.012833","      47.890734","       0.000000","     112.011297"
"Self Generator","Self Generation in the IID planning area","2018","       0.000000","      61.550813","       0.048194","       0.000000","       8.922704","      51.763534","       0.000000","     122.285245"
"Self Generator","Self Generation in the IID planning area","2019","       0.000000","      74.155031","       0.047953","       0.000000","       8.833477","      54.027523","       0.000000","     137.063984"
"Self Generator","Self Generation in the IID planning area","2020","       0.000000","      75.774821","       0.047714","       0.000000","       8.745143","      55.971680","       0.000000","     140.539358"
"Self Generator","Self Generation in the IID planning area","2021","       0.000000","      79.714176","       0.047475","       0.000000","       8.657691","      58.332744","       0.000000","     146.752086"
"Self Generator","Self Generation in the IID planning area","2022","       0.000000","      80.572425","       0.047238","       0.000000","       8.571114","      59.883902","       0.000000","     149.074679"
"Self Generator","Self Generation in the LADWP planning area","2015","       0.185117","     387.213730","       0.428752","     953.558761","       4.111453","     145.100030","       0.000000","    1490.597843"
"Self Generator","Self Generation in the LADWP planning area","2016","       0.187317","     395.818306","       0.939592","    1032.779243","       4.525780","     207.982093","       0.000000","    1642.232331"
"Self Generator","Self Generation in the LADWP planning area","2017","       0.162795","     411.934683","       5.348728","     958.687772","       5.892541","     268.646406","       0.000000","    1650.672925"
"Self Generator","Self Generation in the LADWP planning area","2018","       0.174422","     455.406648","       4.467591","    1007.203050","       7.267187","     320.227676","       0.000000","    1794.746574"
"Self Generator","Self Generation in the LADWP planning area","2019","       0.302718","     460.100202","       4.610457","     933.820806","       7.692211","     358.511555","       0.000000","    1765.037949"
"Self Generator","Self Generation in the LADWP planning area","2020","       0.639243","     447.013662","       4.726827","     886.299300","       8.548139","     432.145850","       0.000000","    1779.373021"
"Self Generator","Self Generation in the LADWP planning area","2021","       0.693909","     452.862131","       4.961374","     952.700838","       9.536161","     527.196153","       0.000000","    1947.950566"
"Self Generator","Self Generation in the LADWP planning area","2022","       0.747663","     471.682475","      38.647131","     894.900106","       9.937139","     644.082655","       0.000000","    2059.997169"
"Self Generator","Self Generation in the NCNC planning area","2015","      17.019768","      81.758989","       6.867152","      53.308462","       0.382523","     120.155815","       0.000000","     279.492709"
"Self Generator","Self Generation in the NCNC planning area","2016","      17.220203","      95.962757","       6.772213","      52.542461","       0.380611","     178.275671","       0.000000","     351.153916"
"Self Generator","Self Generation in the NCNC planning area","2017","      18.143812","     162.665791","      11.876384","      59.029519","       0.472411","     229.735373","       0.000000","     481.923290"
"Self Generator","Self Generation in the NCNC planning area","2018","      18.691659","     202.446369","      34.305214","      57.200924","       0.528758","     277.957742","       0.000000","     591.130666"
"Self Generator","Self Generation in the NCNC planning area","2019","      18.936218","     220.958212","      33.829302","      58.857689","       0.551377","     328.031029","       0.000000","     661.163827"
"Self Generator","Self Generation in the NCNC planning area","2020","      20.670326","     239.661696","      33.021516","      59.149490","       0.564449","     382.664671","       0.000000","     735.732148"
"Self Generator","Self Generation in the NCNC planning area","2021","      24.544387","     263.533327","      31.699376","      60.278526","       1.842886","     448.520936","       0.000000","     830.419438"
"Self Generator","Self Generation in the NCNC planning area","2022","      25.429090","     284.450634","      32.858739","      61.807304","       4.298414","     540.075174","       0.000000","     948.919355"
"Self Generator","Self Generation in the OTHER planning area","2015","       1.870332","       1.549290","       0.265425","      22.784846","       0.028083","       3.396860","       0.000000","      29.894836"
"Self Generator","Self Generation in the OTHER planning area","2016","       2.289145","       1.954707","       0.264098","      28.924542","       0.027942","       4.606654","       0.000000","      38.067088"
"Self Generator","Self Generation in the OTHER planning area","2017","       4.604453","       2.048039","       0.263384","      28.960239","       0.027803","       5.834097","       0.000000","      41.738015"
"Self Generator","Self Generation in the OTHER planning area","2018","       5.299408","       2.403482","       0.265043","      26.923938","       0.089338","       7.127411","       0.000000","      42.108620"
"Self Generator","Self Generation in the OTHER planning area","2019","       7.033550","       2.850668","       0.263717","      23.258638","       0.227309","       9.102909","       0.000000","      42.736791"
"Self Generator","Self Generation in the OTHER planning area","2020","       7.438451","       4.030649","       0.262399","      27.532908","       0.397082","      11.096616","       0.000000","      50.758105"
"Self Generator","Self Generation in the OTHER planning area","2021","       7.882909","       5.423381","       0.296947","      20.587540","       0.458008","      12.626571","       0.000000","      47.275356"
"Self Generator","Self Generation in the OTHER planning area","2022","       9.210310","       5.592689","       0.394113","      12.533272","       0.455718","      13.710894","       0.000000","      41.896996"
"Self Generator","Self Generation in the PGE planning area","2015","     245.467681","    1202.799832","    1532.185601","    3962.044677","    1512.041260","    1451.246482","       0.326127","    9906.111660"
"Self Generator","Self Generation in the PGE planning area","2016","     395.521400","    1389.800433","    1407.056245","    4179.454206","    1526.206427","    2123.226191","       0.478944","   11021.743846"
"Self Generator","Self Generation in the PGE planning area","2017","     594.827808","    1656.404363","     169.980100","    4192.487727","    2964.617893","    2721.620215","       0.487246","   12300.425352"
"Self Generator","Self Generation in the PGE planning area","2018","     755.599470","    2075.949614","     233.662679","    3961.198500","    2930.842091","    3327.450991","       0.674125","   13285.377470"
"Self Generator","Self Generation in the PGE planning area","2019","     891.735660","    2344.274011","     256.751055","    4271.668322","    3172.244833","    3953.663357","       0.971079","   14891.308317"
"Self Generator","Self Generation in the PGE planning area","2020","    1011.056455","    2540.542470","     341.208310","    3203.969007","    2634.471369","    4719.357396","       0.996329","   14451.601336"
"Self Generator","Self Generation in the PGE planning area","2021","    1146.927173","    2716.456545","     376.615982","    2896.225268","    2613.159387","    5654.705248","       1.038435","   15405.128038"
"Self Generator","Self Generation in the PGE planning area","2022","    1279.816787","    3063.753227","     340.242688","    2988.898394","    2642.955956","    6998.138918","       1.063104","   17314.869074"
"Self Generator","Self Generation in the SCE planning area","2015","      65.938172","     997.702949","     470.471637","    2993.569552","     859.362130","    1231.435598","       0.536444","    6619.016482"
"Self Generator","Self Generation in the SCE planning area","2016","     100.996984","    1177.154530","     500.037924","    2991.188363","     717.613164","    1801.953819","       0.532672","    7289.477456"
"Self Generator","Self Generation in the SCE planning area","2017","     188.875800","    1376.316371","     528.996990","    3188.152227","     706.782222","    2304.557240","       0.509152","    8294.190002"
"Self Generator","Self Generation in the SCE planning area","2018","     238.429749","    1539.539494","     518.810803","    3099.069160","     682.660439","    2793.317854","       0.499152","    8872.326651"
"Self Generator","Self Generation in the SCE planning area","2019","     287.219823","    1666.012147","     535.166365","    3018.676335","     759.041558","    3301.970276","       0.502281","    9568.588785"
"Self Generator","Self Generation in the SCE planning area","2020","     287.476868","    1713.920693","     546.625305","    2939.400596","     721.925546","    3845.816382","       0.505271","   10055.670661"
"Self Generator","Self Generation in the SCE planning area","2021","     308.430135","    1864.595428","     554.386496","    3036.722077","     660.128549","    4506.742373","       1.814727","   10932.819785"
"Self Generator","Self Generation in the SCE planning area","2022","     312.972721","    1914.827479","     573.791215","    2748.113111","     505.843205","    5512.042770","       2.445856","   11570.036357"
"Self Generator","Self Generation in the SDGE planning area","2015","      26.452246","     674.664902","     137.944676","     117.854631","       3.102302","     543.128865","       0.000000","    1503.147622"
"Self Generator","Self Generation in the SDGE planning area","2016","      30.432290","     717.463161","     147.985336","     101.132804","       6.116417","     872.729336","       0.000000","    1875.859344"
"Self Generator","Self Generation in the SDGE planning area","2017","      29.402291","     749.457360","     137.992671","     119.788982","       9.630128","    1094.301634","       0.000000","    2140.573066"
"Self Generator","Self Generation in the SDGE planning area","2018","      31.602443","     855.095984","     142.920091","     120.888361","      14.526586","    1311.605456","       0.000000","    2476.638921"
"Self Generator","Self Generation in the SDGE planning area","2019","      32.243569","     900.059010","     160.291294","     112.249696","      17.846352","    1593.047141","       0.000000","    2815.737062"
"Self Generator","Self Generation in the SDGE planning area","2020","      33.581879","     928.517439","     167.807121","     119.965426","      19.655920","    1898.260125","       0.000000","    3167.787910"
"Self Generator","Self Generation in the SDGE planning area","2021","      35.038743","     976.017852","     169.699489","     121.031935","      20.717515","    2164.007746","       0.000000","    3486.513280"
"Self Generator","Self Generation in the SDGE planning area","2022","      36.969976","    1068.185697","     166.146229","     131.413791","      21.861913","    2473.906690","       0.000000","    3898.484296"
"Western Area Power Agency","USBR WAPA Central Valley Project","2015","     276.242842","     613.914581","     560.265379","       0.000000","     193.334369","       0.000000","       0.000000","    1643.757171"
"Western Area Power Agency","USBR WAPA Central Valley Project","2016","     658.974000","     666.096000","     937.707000","       0.000000","     105.488000","       0.000000","       0.000000","    2368.265000"
"Western Area Power Agency","USBR WAPA Central Valley Project","2017","     722.169000","     802.807000","    1096.795000","       0.000000","     119.278000","       0.000000","       0.000000","    2741.049000"
"Western Area Power Agency","USBR WAPA Central Valley Project","2018","     812.663000","     667.598000","     924.167000","       0.000000","     197.560000","       0.000000","       0.000000","    2601.988000"
"Western Area Power Agency","USBR WAPA Central Valley Project","2019","     767.137000","     741.156000","     984.519000","       0.000000","     204.393000","       0.000000","       0.000000","    2697.205000"
"Western Area Power Agency","USBR WAPA Central Valley Project","2020","     647.627000","     672.345000","     838.281000","       0.000000","      94.710000","       0.000000","       0.000000","    2252.963000"
"Western Area Power Agency","USBR WAPA Central Valley Project","2021","     361.227000","     608.672000","     703.025000","       0.000000","     198.134000","       0.000000","       0.000000","    1871.058000"
"Western Area Power Agency","USBR WAPA Central Valley Project","2022","     457.835771","     710.086232","     667.016293","       0.000000","      60.375953","       0.000000","       0.000000","    1895.314249"
